name,clust,clust_order,comp,comp_order,text
090000648413be8f,22,157,1,461,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I volunteer for my church's food pantry. I know how changes in SNAP affect the people I see. I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. I speak for many in my church in addition to myself. Thank you. Ron Mitchell"
09000064841cea3d,22,158,1,462,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Why would you do this? The proposed rule should be scrapped. As you know, SNAP benefits would be substantially cut through this rule change. But they are necessary for those who need the help so they don't go hungry. And you know that SNAP is the first line of defense against hunger for low-income residents. What are you thinking? Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Liz Wally"
090000648417bc3b,22,159,1,463,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. PERHAPS THOSE WITH A BMI OVER 30 CANNOT UNDERSTAND WHAT ""HUNGRY"" MEANS. Prof. M. J. GREENE"
09000064841cfd70,22,160,1,464,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. How dare you try and take food out of hard working peoples money while the WH is spewing waste from its butt such as golf carts and other such items, The off ice of the President is NOT THAT OF A KING OR DICTATOR, the people are too come first. Please read your oath of office sir....sincerely LMP Lisa Palmer"
0900006484135951,22,161,1,465,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our communities, especially that created by abortion bans. Not being able to feed another child or meets their needs is the major reason people have abortions. This administration can't both restrict the ability to avoid having another mouth to feed and deny help to the children born as a result. SNAP is the first line of defense against hunger for born low-income residents! Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data that may be inaccurate or insufficient (I would not depend on any submissions from Alabama for instance where they got graduation rates totally wrong because it required reasoning as well as reporting and reporting costs money many districts didn't have)-- resulting in dramatic cuts to SNAP."
090000648413baa5,22,162,1,466,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. People are cutting back on their life-saving medications because they dont have enough for both meds AND food. Or rent. Children get their only full meal at school. Many of us work well into retirement just to make ends meet. Our incomes do not keep pace with the cost of groceries, rent, and utilities. We dont know why there is such a difference in what our government says is the cost of living and what we are experiencing, but we suspect someone is cooking the books. This administration is doubling down on the poor while giving tax breaks to the very wealthy. Heres a newsflash: there are millions more of us than them, and we vote. We are of all ethnicities, ages, religious persuasions, and we vote. Leslie Spurling"
090000648415a2e7,22,163,1,467,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Currently, SNAP takes into account the utility expenses of each SNAP household and states can adjust that based on the costs in their area. The proposed rule would standardize and cap these calculations across the country . This would result in dramatic cuts to SNAP. I'm guessing that the folks making this change have never had to apply for SNAP or need assistance to meet basic needs. Please re-consider your plans. Marcelline Koch"
090000648415f6cb,22,164,1,468,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances The proposed rule is based on inadequate information and does not take into account important variations among states. It is a scheme to justify cutting benefits without adequate consideration of local conditions. It will cause further hardship for many and should be withdrawn from consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. William Ferrell"
09000064841abb31,22,165,1,469,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. This makes no sense. The current process results in more relevant cost analysis rather than the cookie cutter approach you are advocating. It appears to be a mask for cutting benefits that our people and their children need to prosper and be productive citizens. The administration's mania for cutting benefits for the poor is certain to further weaken the welfare of our people and so the country. The cost benefit ratio of spending more money on these safety net programs is high unlike the tax cuts given to corporations and the wealthy. Diana Smith"
090000648414f19b,22,166,1,470,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. The consequences of this rule would be very damaging and will cost more in the long run. The rule is cruel and out of touch with the reality that low income, seniors and disabled barely get enough to eat at the current rate. It will cause, malnutrition, poor health, chronic disease, vulnerability to contagious diseases, and for the unborn fetus and children, a lower IQ and genetic defects. Meanwhile, food prices are going UP. Please protect America's food supply to needy and reject this rule. Thank you. Barbara Schacker"
0900006484139eb1,22,167,1,471,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. I myself have received food assistance several times, and it saved my family. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Nearly my entire county, is low income by comparison to the rest of my state and much of the country. Living in the Niagara grid , our electrical costs are lower than on the other side of the state, as are other utilities and rents, but average income here is also substantially lower as well. States must be allowed to take this sort of variance into account. If every assistance benefit were calculated based on New York City, a great deal of the lower income upstate would be in serious distress. Barbara Bemis"
0900006484136718,22,168,1,472,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and urge the USDA to withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. Shirley Glubka"
0900006484155a32,22,169,1,473,"Sonny Perdue,

RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances



I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. 



Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. 



The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP.



The trump administration and the USDA begrudgingly gives me a whole $16.00 per month in SNAP benefits but  every penny is necessary to keeping me healthy and well-fed. My income is only $851.00 $291 goes for rent (subsidized) Another$300.00 for bills including landline and internet and  $240.00 to set aside for emergencies and my cat's vet bills leaving me with only about $200.00 for groceries. Believe me, cutting my SNAP benefits would seriously make me hungry for most of the month. I need every cent I get; even if it is only $16.00 per month.



Please dson't assume anyone can live on less than my $891.00 a month! Thank heavens I don't have children to live on that amount. They'd all be as hungry as I am.

"
090000648412b848,22,170,1,474,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0019. The personal identifying information of this commenter was redacted. David Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. lois s"
09000064841cfc76,22,171,1,475,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule about capping Standard Utility Allowances. The rule would cut SNAP benefits to people who need them. They are essential for the well-being of many people. Don't make people choose between food and heat! Utility costs, utility sources, and the amount of power required vary around the country. The calculations of the SUA needs to take into account actual local conditions. It is disgraceful for anyone to be hungry in such a rich country. Annelise Bazar"
09000064841d0647,22,172,1,476,"Sonny Perdue,

RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances



I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. 



Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. 



The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP.



It is insane to look at utility costs in Wyoming as being the same for a poor family in North Carolina. Or New York City as the same as Giles county Virginia. I thought States having flexibility to meet their specific needs was a reason not to have federal rules tying their hands.  I've lived on SNAP, and it worked as long as I fixed everything from scratch and shopped several times a week for last day of sale items. Most SNAP recipients don't have that ability. Cutting the amounts is not only bad for those most vulnerable, it will harm the economy, as SNAP is one of the programs that multiplies in the economy rather than just spends money , like tax cuts to those who least need them. 

I am very much against"
09000064841cfac4,22,173,1,477,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. ALEXANDER BUDGE"
090000648416e2c3,22,174,1,478,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and want the USDA to withdraw it from further consideration. Rudy Stefenel"
09000064841b0e23,22,175,1,479,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which is the first line of defense against hunger for low-income residents. Policymakers must recognize that SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. This allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Please don't let this happen. that could be your grandchild going hungry! Marybeth Webster"
0900006484171f29,22,176,1,480,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Providing food to our most vulnerable people needs to be a priority for our nation. Therefor, I strongly oppose the proposed rule and request the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Colleen Lukoff"
09000064841a56f8,22,177,1,481,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed , as it does not indicate correspondence with actual need. The intention of SNAP is to provide adequate nourishment for people, because we should have basic compassion for people! I have worked for years in classrooms and seen children who are missing meals and unable to cognitively engage in classes. I have seen mothers spend hours with young children, in line, waiting for food for their family. People wouldn't do this unless they were hungry. The vast majority of SNAP participants WORK, but are compensated at such low rates that they cannot sustain their families. Moves, such as this proposal, to cut SNAP underminds the stability and well being of American families. Please withdraw this flawed rule! Elizabeth Warman"
090000648412f315,22,178,1,482,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Why is this administration so intent on cutting benefits to the most vulnerable, including children, when it gives millions upon millions of dollars to the wealthy? You are depriving struggling children and families of fundamental food supplies based, as usual, upon inadequate research and a ruthless determination to punish the poor. I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Why is this administration so intent on cutting benefits to the most vulnerable, including children, when it gives millions upon millions of dollars to the wealthy? You are depriving struggling children and families of fundamental food supplies based, as usual, upon inadequate research and a ruthless determination to punish the poor. Victoria Silver"
090000648413aaf1,22,179,1,483,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule, and I believe that the USDA should withdraw it completely. SNAP benefits are critical for people who hunger and are food insecure. People in low wage jobs need to pay for housing, utilities, and childcare and still purchase food. It's important that SNAP take into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Diane Fails"
09000064841515ab,22,180,1,484,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. My food stamps have been cut to $125/mo. Can YOU like on $125.mo of groceries? No, it isn't possible to eat healthy on that amount. I am a senior citizen so my income is fixed. I got a raise in my benefits and my medical benefit increased the SAME amount, so we got zero increase. I worked all of my life and now find myself without enough food each month. I cannot believe my government has turned its back on me when I need it most. WHY?? I have a college education but as a social worker, I never made enough money to save for my golden years. I worked helping others for over 35 years and now, I can't get help. It isn't right. Kathleen Hollingsworth"
09000064841cdfd6,22,181,1,485,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. You took away $200 from my disability payments just because I moved to a different state with a cheaper cost of living. Then they gave me a whopping $5 extra on my food stamp benefits, which doesn't cover a bag of organic apples to make baby food as I refuse to feed my grandchildren the processed poison the US government dares to call FOOD, and expects us to consume. Eating this garbage is the leading cause of many diseases. Please don't cut my aid any more or I will surely starve to Death. denese Burrell"
09000064841ced60,22,182,1,486,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Bruce Heatley"
09000064841d8dc1,22,183,1,487,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I am writing today to express my opposition to the proposed rule, and I ask that the USDA withdraw it from further consideration. Too many low-income Americans depend on SNAP benefits for these benefits to be cut. Thank you for your attention to my concerns. Liz Cooper"
09000064841d1639,22,184,1,488,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. I know five people who be very bad affected if this rule is passed. They depend on this for their food every month, since they are unable to work, or too old to work. It is a very scary situation here in rural Montana and a lot of people have a hard time living from paycheck to paycheck without the help of SNAP benefits. Please rethink this and do what is good for the people in need. vonnie donahue"
09000064841365c5,22,185,1,489,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration, because sometimes people just need some help. Nicole Miller"
0900006484135443,22,186,1,490,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Why is it that we can give trillions to the top 1% wealthiest Americans in the country through tax cuts but cannot be far-sighted enough to feed those of us, especially children who are in need? Our children are the brain trust and future of our nation. Why is it that we would give trillions to the already rich adults of this country who are not destined to be the brain trust of the country for long and starve the children in need who are undoubtedly the brain trust and future of our country. Cutting this program is such short sighted thinking and doubtless yet another example of the privileged privileging themselves!! Are we not better than this?"
090000648416c28c,22,187,1,491,"Sonny Perdue,

RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances



I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents.  Without this help 1,000's of people will die is the actual truth here when all the actual ""deep state"" propaganda is stripped away of how the poor are lazy, looking for a handout and other fake news ways of dehumanizing the poor to make them seem less deserving to live.



Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. 



The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Please stop the actual killing of 10 of thousands of poor people  by cutting SNAP benefits and it will have that effect.  If nothing else I will be one who will stand up in the hereafter and tell God-Almighty you were told it will needlessly kill 10's of thousands of poor people as God decides about you. ... no priest or prayer will get you out of responsibility for needlessly killing 10's of thousands of people....as you will have no defense of"
09000064841cd5f2,22,188,1,492,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Please do not take food away from low income Americans. I write to express my strong opposition to this proposed rule and request that the USDA withdraw it from further consideration. SNAP benefits that the proposed rule would substantially play a critical role in addressing hunger and food insecurity in our community. SNAP provides the first line of defense against hunger for low-income people. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Withdraw this proposed rule now. Wallace Elton"
090000648415423b,22,189,1,493,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I write to ask that the USDA reject the proposed rule under consideration regarding how household utility expenses are accounted for in SNAP. I study food security in the US and the SNAP program. Based on that research, I believe that this rule change would endanger many children and adults in low-income households. Douglas Hess"
09000064841ccd93,22,190,1,494,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. Laura Westbrook"
09000064841d8dfc,22,191,1,495,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. Jan Hull"
